Student ID,Batch Number,Year,Branch,Hostel,Group Number,Total Courses,Courses Allotted,Slots Allotted,Home Latitude,Home Longitude
2024BB0045,1BB,1,BB,himadri,4,8,"APL100, CML101, MTL100, MCP100, MCP101, NIN100, NEN110, NLN100","A, AF, D, P, P, TBA, TBA, X",28.5452966,77.1971108
2024BB0046,1BB,1,BB,kumaon,3,8,"APL100, CML101, MTL100, MCP100, MCP101, NIN100, NEN110, NLN100","A, AF, D, P, P, TBA, TBA, X",28.5492593,77.1852118
2024BB0047,1BB,1,BB,shivalik,3,8,"APL100, CML101, MTL100, MCP100, MCP101, NIN100, NEN110, NLN100","A, AF, D, P, P, TBA, TBA, X",28.54721833846154,77.18590926923076
2024BB0048,1BB,1,BB,satpura,1,8,"APL100, CML101, MTL100, MCP100, MCP101, NIN100, NEN110, NLN100","A, AF, D, P, P, TBA, TBA, X",28.54822844,77.18791238
2024BB0049,1BB,1,BB,karakoram,2,8,"APL100, CML101, MTL100, MCP100, MCP101, NIN100, NEN110, NLN100","A, AF, D, P, P, TBA, TBA, X",28.5477768,77.1829565
2024BB0050,1BB,1,BB,jwala,2,8,"APL100, CML101, MTL100, MCP100, MCP101, NIN100, NEN110, NLN100","A, AF, D, P, P, TBA, TBA, X",28.5497073,77.1839684
2024BB0051,1BB,1,BB,himadri,3,8,"APL100, CML101, MTL100, MCP100, MCP101, NIN100, NEN110, NLN100","A, AF, D, P, P, TBA, TBA, X",28.5452966,77.1971108
2024BB0052,1BB,1,BB,satpura,1,8,"APL100, CML101, MTL100, MCP100, MCP101, NIN100, NEN110, NLN100","A, AF, D, P, P, TBA, TBA, X",28.54822844,77.18791238
2024BB0053,1BB,1,BB,jwala,4,8,"APL100, CML101, MTL100, MCP100, MCP101, NIN100, NEN110, NLN100","A, AF, D, P, P, TBA, TBA, X",28.5497073,77.1839684
2024BB0054,1BB,1,BB,karakoram,1,8,"APL100, CML101, MTL100, MCP100, MCP101, NIN100, NEN110, NLN100","A, AF, D, P, P, TBA, TBA, X",28.5477768,77.1829565
2024BB0055,1BB,1,BB,karakoram,4,8,"APL100, CML101, MTL100, MCP100, MCP101, NIN100, NEN110, NLN100","A, AF, D, P, P, TBA, TBA, X",28.5477768,77.1829565
2024BB0056,1BB,1,BB,karakoram,4,8,"APL100, CML101, MTL100, MCP100, MCP101, NIN100, NEN110, NLN100","A, AF, D, P, P, TBA, TBA, X",28.5477768,77.1829565
2024BB0057,1BB,1,BB,udaigiri,1,8,"APL100, CML101, MTL100, MCP100, MCP101, NIN100, NEN110, NLN100","A, AF, D, P, P, TBA, TBA, X",28.547653,77.1893514
2024BB0058,1BB,1,BB,aravali,2,8,"APL100, CML101, MTL100, MCP100, MCP101, NIN100, NEN110, NLN100","A, AF, D, P, P, TBA, TBA, X",28.5487815,77.1834633
2024BB0059,1BB,1,BB,aravali,4,8,"APL100, CML101, MTL100, MCP100, MCP101, NIN100, NEN110, NLN100","A, AF, D, P, P, TBA, TBA, X",28.5487815,77.1834633
2024BB0060,1BB,1,BB,satpura,3,8,"APL100, CML101, MTL100, MCP100, MCP101, NIN100, NEN110, NLN100","A, AF, D, P, P, TBA, TBA, X",28.54822844,77.18791238
2023BB0001,2BB,2,BB,satpura,3,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL213","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.54822844,77.18791238
2023BB0002,2BB,2,BB,girnar,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL231","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.5476382,77.1888821
2023BB0003,2BB,2,BB,kailash,2,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL243","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5446385,77.1965784
2023BB0004,2BB,2,BB,girnar,2,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL261","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5476382,77.1888821
2023BB0005,2BB,2,BB,nilgiri,3,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL239","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5466899,77.1823954
2023BB0006,2BB,2,BB,zanskar,3,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL213","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.54682592857143,77.18636504285715
2023BB0007,2BB,2,BB,karakoram,1,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL271","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.5477768,77.1829565
2023BB0008,2BB,2,BB,karakoram,3,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL275","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5477768,77.1829565
2023BB0009,2BB,2,BB,nilgiri,3,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL261","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5466899,77.1823954
2023BB0010,2BB,2,BB,jwala,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL239","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5497073,77.1839684
2023BB0011,2BB,2,BB,girnar,3,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL243","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.5476382,77.1888821
2023BB0012,2BB,2,BB,zanskar,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL242","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.54682592857143,77.18636504285715
2023BB0013,2BB,2,BB,jwala,2,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL242","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5497073,77.1839684
2023BB0014,2BB,2,BB,himadri,2,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL253","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5452966,77.1971108
2023BB0015,2BB,2,BB,girnar,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL213","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.5476382,77.1888821
2023BB0016,2BB,2,BB,aravali,1,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL256","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.5487815,77.1834633
2023BB0017,2BB,2,BB,kailash,3,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL243","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5446385,77.1965784
2023BB0018,2BB,2,BB,himadri,3,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL271","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.5452966,77.1971108
2023BB0019,2BB,2,BB,kumaon,2,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL256","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.5492593,77.1852118
2023BB0020,2BB,2,BB,jwala,1,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL261","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5497073,77.1839684
2023BB0021,2BB,2,BB,nilgiri,2,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL253","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5466899,77.1823954
2023BB0022,2BB,2,BB,udaigiri,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL213","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.547653,77.1893514
2023BB0023,2BB,2,BB,karakoram,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL256","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.5477768,77.1829565
2023BB0024,2BB,2,BB,udaigiri,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL275","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.547653,77.1893514
2023BB0025,2BB,2,BB,karakoram,1,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL242","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.5477768,77.1829565
2023BB0026,2BB,2,BB,karakoram,2,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL256","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.5477768,77.1829565
2023BB0027,2BB,2,BB,satpura,3,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL212","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.54822844,77.18791238
2023BB0028,2BB,2,BB,shivalik,3,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL213","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.54721833846154,77.18590926923076
2023BB0029,2BB,2,BB,jwala,3,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL242","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.5497073,77.1839684
2023BB0030,2BB,2,BB,himadri,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL243","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5452966,77.1971108
2023BB0031,2BB,2,BB,udaigiri,2,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL213","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.547653,77.1893514
2023BB0032,2BB,2,BB,aravali,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL253","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5487815,77.1834633
2023BB0033,2BB,2,BB,udaigiri,2,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL213","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.547653,77.1893514
2023BB0034,2BB,2,BB,karakoram,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL261","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5477768,77.1829565
2023BB0035,2BB,2,BB,nilgiri,2,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL253","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5466899,77.1823954
2023BB0036,2BB,2,BB,nilgiri,1,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL275","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5466899,77.1823954
2023BB0037,2BB,2,BB,zanskar,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL213","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.54682592857143,77.18636504285715
2023BB0038,2BB,2,BB,satpura,2,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL231","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.54822844,77.18791238
2023BB0039,2BB,2,BB,jwala,3,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL231","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.5497073,77.1839684
2023BB0040,2BB,2,BB,girnar,2,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL213","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.5476382,77.1888821
2023BB0041,2BB,2,BB,himadri,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL212","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5452966,77.1971108
2023BB0042,2BB,2,BB,kumaon,3,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL242","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5492593,77.1852118
2023BB0043,2BB,2,BB,himadri,1,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL243","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.5452966,77.1971108
2023BB0044,2BB,2,BB,kumaon,2,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL261","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5492593,77.1852118
2023BB0045,2BB,2,BB,jwala,1,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL243","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.5497073,77.1839684
2023BB0046,2BB,2,BB,zanskar,2,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL231","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.54682592857143,77.18636504285715
2023BB0047,2BB,2,BB,nilgiri,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL239","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5466899,77.1823954
2023BB0048,2BB,2,BB,zanskar,2,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL271","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.54682592857143,77.18636504285715
2023BB0049,2BB,2,BB,girnar,3,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL242","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5476382,77.1888821
2023BB0050,2BB,2,BB,girnar,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL242","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.5476382,77.1888821
2023BB0051,2BB,2,BB,satpura,3,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL243","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.54822844,77.18791238
2023BB0052,2BB,2,BB,kumaon,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL261","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5492593,77.1852118
2023BB0053,2BB,2,BB,zanskar,1,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL239","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.54682592857143,77.18636504285715
2023BB0054,2BB,2,BB,satpura,1,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL242","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.54822844,77.18791238
2023BB0055,2BB,2,BB,kumaon,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL275","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5492593,77.1852118
2023BB0056,2BB,2,BB,kailash,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL243","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5446385,77.1965784
2023BB0057,2BB,2,BB,girnar,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL243","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.5476382,77.1888821
2023BB0058,2BB,2,BB,kailash,3,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL213","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.5446385,77.1965784
2023BB0059,2BB,2,BB,udaigiri,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL242","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, A",28.547653,77.1893514
2023BB0060,2BB,2,BB,girnar,4,12,"MLL100, CLL110, SBL100, BBL131, BBL132, BBL133, CLL251, CLL122, CLL231, CVL100, MTL102, HUL239","E, B, C, B, F, H, TBA, TBA, TBA, TBA, TBA, M",28.5476382,77.1888821
