Staff ID,Locality,Work Room,Schedule,Home Latitude,Home Longitude
STAFF-017,STAFF-017,Department of Textile Technology,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5427064,77.1998208
STAFF-018,STAFF-018,Dogra Hall,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5411551,77.1992087
STAFF-019,STAFF-019,Block 1,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5413063,77.1974971
STAFF-020,STAFF-020,LHC,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5417395,77.1947532
STAFF-021,STAFF-021,Academic Complex East,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5411579,77.1956265
STAFF-022,STAFF-022,Block 4,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.540861,77.1963973
STAFF-023,STAFF-023,Department of Material Science,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5407532,77.1961026
STAFF-024,STAFF-024,Department of Textile Technology,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5410115,77.1960104
STAFF-025,STAFF-025,Block 4,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5413012,77.1952285
STAFF-026,STAFF-026,DMS,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5407222,77.1967979
STAFF-027,STAFF-027,Mathematics Department,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5408968,77.1956918
STAFF-028,STAFF-028,Bharti School of Telecom Technology and Management,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5414535,77.1957924
STAFF-029,STAFF-029,LHC,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5416714,77.1993411
STAFF-030,STAFF-030,Academic Complex East,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5408054,77.1986909
STAFF-031,STAFF-031,DMS,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.540903,77.1972803
STAFF-032,STAFF-032,Dogra Hall,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5409938,77.197243
STAFF-033,STAFF-033,Block 6,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.541039,77.1953149
STAFF-034,STAFF-034,Bharti School of Telecom Technology and Management,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5420092,77.1970516
STAFF-035,STAFF-035,Department of Material Science,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5417965,77.1980773
STAFF-036,STAFF-036,Central Library,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5408226,77.1977043
STAFF-037,STAFF-037,Central Library,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.542273,77.1968686
STAFF-038,STAFF-038,Block 6,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5421296,77.1971588
STAFF-039,STAFF-039,Block 3,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5419364,77.1978049
STAFF-040,STAFF-040,block 2,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5423428,77.1957815
STAFF-041,STAFF-041,Synergy Building,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5417726,77.1982498
STAFF-042,STAFF-042,LHC,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5407254,77.1977394
STAFF-043,STAFF-043,Department of Textile Technology,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5421745,77.1965918
STAFF-044,STAFF-044,Central Library,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5421046,77.1973344
STAFF-045,STAFF-045,block 2,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5416713,77.1979731
STAFF-046,STAFF-046,Block 4,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5418668,77.1973385
STAFF-047,STAFF-047,Admin Building,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5422013,77.1964181
STAFF-048,STAFF-048,Central Library,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5418356,77.1975131
STAFF-049,STAFF-049,Block 1,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5416945,77.1977979
STAFF-050,STAFF-050,Academic Complex West,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5420356,77.1968758
STAFF-051,STAFF-051,Central Library,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5422992,77.1966872
STAFF-052,STAFF-052,Academic Complex East,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5419617,77.1976186
STAFF-053,STAFF-053,Block 1,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.54141,77.1992178
STAFF-054,STAFF-054,Academic Complex East,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5413988,77.1974632
STAFF-055,STAFF-055,Block 6,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5401022,77.1988081
STAFF-056,STAFF-056,LHC,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5403864,77.1988925
STAFF-057,STAFF-057,block 2,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5421834,77.1995877
STAFF-058,STAFF-058,Department of Textile Technology,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.539943,77.1983956
STAFF-059,STAFF-059,Department of Textile Technology,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.543657,77.1961602
STAFF-060,STAFF-060,Bharti School of Telecom Technology and Management,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5430149,77.1961166
STAFF-061,STAFF-061,Central Library,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5426778,77.1959698
STAFF-062,STAFF-062,Department of Textile Technology,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5414932,77.1972167
STAFF-063,STAFF-063,"SIT, IIT Delhi",Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5415486,77.1971315
STAFF-064,STAFF-064,Block 5,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5411906,77.1984355
STAFF-065,STAFF-065,Block 5,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5416896,77.1967777
STAFF-066,STAFF-066,LHC,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5413895,77.1967418
STAFF-067,STAFF-067,Block 4,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5412992,77.1970058
STAFF-068,STAFF-068,Admin Building,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5409996,77.1969637
STAFF-069,STAFF-069,"SIT, IIT Delhi",Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5411737,77.1965369
STAFF-070,STAFF-070,Block 1,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5412507,77.1970838
STAFF-071,STAFF-071,Block 6,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5410455,77.1968798
STAFF-072,STAFF-072,Central Library,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5416419,77.1968684
STAFF-073,STAFF-073,Academic Complex East,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5414342,77.1966569
STAFF-074,STAFF-074,Central Library,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5411292,77.1966243
STAFF-075,STAFF-075,block 2,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5412436,77.1979566
STAFF-076,STAFF-076,Bharti School of Telecom Technology and Management,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5418575,77.1962087
STAFF-077,STAFF-077,block 2,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5426584,77.1955646
STAFF-078,STAFF-078,Central Library,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.542958,77.195701
STAFF-079,STAFF-079,Block 6,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5431317,77.1957359
STAFF-080,STAFF-080,"SIT, IIT Delhi",Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5425218,77.1954311
STAFF-081,STAFF-081,Academic Complex East,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5414818,77.1940292
STAFF-082,STAFF-082,Block 5,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5416071,77.1943947
STAFF-083,STAFF-083,Department of Textile Technology,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5417298,77.1937626
STAFF-084,STAFF-084,Block 3,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5418191,77.1940108
STAFF-085,STAFF-085,"SIT, IIT Delhi",Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5420211,77.1946017
STAFF-086,STAFF-086,LHC,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5416089,77.1986232
STAFF-087,STAFF-087,Block 3,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5436774,77.1957113
STAFF-088,STAFF-088,DMS,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5436287,77.195818
STAFF-089,STAFF-089,Academic Complex East,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5429318,77.1964242
STAFF-090,STAFF-090,DMS,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5425998,77.1962534
STAFF-091,STAFF-091,Bharti School of Telecom Technology and Management,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5415164,77.1965643
STAFF-092,STAFF-092,Block 1,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.541772,77.1966754
STAFF-093,STAFF-093,Block 1,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5400749,77.1980027
STAFF-094,STAFF-094,Academic Complex West,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5397984,77.1987447
STAFF-095,STAFF-095,Academic Complex West,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5405748,77.1971985
STAFF-096,STAFF-096,Department of Material Science,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5405971,77.1965034
STAFF-097,STAFF-097,Block 1,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5404166,77.1976374
STAFF-098,STAFF-098,Block 1,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5404595,77.1968988
STAFF-099,STAFF-099,kailash,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5403154,77.1972854
STAFF-100,STAFF-100,Block 4,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5402583,77.1985064
STAFF-101,STAFF-101,gir,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.541012,77.1990517
STAFF-102,STAFF-102,Block 6,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5419195,77.194272
STAFF-103,STAFF-103,kum,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5413073,77.1945159
STAFF-104,STAFF-104,DMS,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5406689,77.1988643
STAFF-105,STAFF-105,sat,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5424448,77.1997137
STAFF-106,STAFF-106,Block 6,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5419326,77.1994723
STAFF-107,STAFF-107,kum,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5412736,77.1963086
STAFF-108,STAFF-108,Block 1,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5413576,77.1960593
STAFF-109,STAFF-109,Block 6,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5427064,77.1998208
STAFF-110,STAFF-110,saha,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5411551,77.1992087
STAFF-111,STAFF-111,Academic Complex West,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5413063,77.1974971
STAFF-112,STAFF-112,him,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5417395,77.1947532
STAFF-113,STAFF-113,Bharti School of Telecom Technology and Management,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5411579,77.1956265
STAFF-114,STAFF-114,Synergy Building,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.540861,77.1963973
STAFF-115,STAFF-115,zans,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5407532,77.1961026
STAFF-116,STAFF-116,kailash,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5410115,77.1960104
STAFF-117,STAFF-117,Block 5,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5413012,77.1952285
STAFF-118,STAFF-118,Dogra Hall,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5407222,77.1967979
STAFF-119,STAFF-119,saha,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5408968,77.1956918
STAFF-120,STAFF-120,Block 5,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5414535,77.1957924
STAFF-121,STAFF-121,vind,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5416714,77.1993411
STAFF-122,STAFF-122,Central Workshop,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5408054,77.1986909
STAFF-123,STAFF-123,zans,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.540903,77.1972803
STAFF-124,STAFF-124,gir,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5409938,77.197243
STAFF-125,STAFF-125,Block 3,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.541039,77.1953149
STAFF-126,STAFF-126,Dogra Hall,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5420092,77.1970516
STAFF-127,STAFF-127,Mathematics Department,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5417965,77.1980773
STAFF-128,STAFF-128,shiv,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5408226,77.1977043
STAFF-129,STAFF-129,Academic Complex West,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.542273,77.1968686
STAFF-130,STAFF-130,Block 1,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5421296,77.1971588
STAFF-131,STAFF-131,sat,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5419364,77.1978049
STAFF-132,STAFF-132,saha,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5423428,77.1957815
STAFF-133,STAFF-133,zans,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5417726,77.1982498
STAFF-134,STAFF-134,nil,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5407254,77.1977394
STAFF-135,STAFF-135,Synergy Building,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5421745,77.1965918
STAFF-136,STAFF-136,Block 6,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5421046,77.1973344
STAFF-137,STAFF-137,Central Workshop,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5416713,77.1979731
STAFF-138,STAFF-138,Central Workshop,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5418668,77.1973385
STAFF-139,STAFF-139,gir,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5422013,77.1964181
STAFF-140,STAFF-140,shiv,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5418356,77.1975131
STAFF-141,STAFF-141,Department of Material Science,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5416945,77.1977979
STAFF-142,STAFF-142,Block 1,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5420356,77.1968758
STAFF-143,STAFF-143,Department of Material Science,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5422992,77.1966872
STAFF-144,STAFF-144,Central Workshop,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5419617,77.1976186
STAFF-145,STAFF-145,kailash,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.54141,77.1992178
STAFF-146,STAFF-146,Block 4,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5413988,77.1974632
STAFF-147,STAFF-147,Mathematics Department,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5401022,77.1988081
STAFF-148,STAFF-148,Central Library,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5403864,77.1988925
STAFF-149,STAFF-149,kailash,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5421834,77.1995877
STAFF-150,STAFF-150,block 2,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.539943,77.1983956
STAFF-151,STAFF-151,udai,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.543657,77.1961602
STAFF-152,STAFF-152,kailash,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5430149,77.1961166
STAFF-153,STAFF-153,"SIT, IIT Delhi",Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5426778,77.1959698
STAFF-154,STAFF-154,DMS,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5414932,77.1972167
STAFF-155,STAFF-155,Block 1,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5415486,77.1971315
STAFF-156,STAFF-156,sat,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5411906,77.1984355
STAFF-157,STAFF-157,Academic Complex West,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5416896,77.1967777
STAFF-158,STAFF-158,kailash,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5413895,77.1967418
STAFF-159,STAFF-159,Academic Complex East,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5412992,77.1970058
STAFF-160,STAFF-160,block 2,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5409996,77.1969637
STAFF-161,STAFF-161,Block 6,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5411737,77.1965369
STAFF-162,STAFF-162,jwala,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5412507,77.1970838
STAFF-163,STAFF-163,Academic Complex West,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5410455,77.1968798
STAFF-164,STAFF-164,block 2,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5416419,77.1968684
STAFF-165,STAFF-165,kara,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5414342,77.1966569
STAFF-166,STAFF-166,vind,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5411292,77.1966243
STAFF-167,STAFF-167,gir,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5412436,77.1979566
STAFF-168,STAFF-168,saha,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5418575,77.1962087
STAFF-169,STAFF-169,Central Library,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5426584,77.1955646
STAFF-170,STAFF-170,Department of Material Science,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.542958,77.195701
STAFF-171,STAFF-171,Bharti School of Telecom Technology and Management,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5431317,77.1957359
STAFF-172,STAFF-172,Dogra Hall,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5425218,77.1954311
STAFF-173,STAFF-173,kailash,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5414818,77.1940292
STAFF-174,STAFF-174,Mathematics Department,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5416071,77.1943947
STAFF-175,STAFF-175,DMS,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5417298,77.1937626
STAFF-176,STAFF-176,shiv,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5418191,77.1940108
STAFF-177,STAFF-177,LHC,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5420211,77.1946017
STAFF-178,STAFF-178,shiv,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5416089,77.1986232
STAFF-179,STAFF-179,Block 4,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5436774,77.1957113
STAFF-180,STAFF-180,Block 1,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5436287,77.195818
STAFF-181,STAFF-181,shiv,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5429318,77.1964242
STAFF-182,STAFF-182,vind,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5425998,77.1962534
STAFF-183,STAFF-183,kum,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5415164,77.1965643
STAFF-184,STAFF-184,Block 3,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.541772,77.1966754
STAFF-185,STAFF-185,Block 4,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5400749,77.1980027
STAFF-186,STAFF-186,kara,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5397984,77.1987447
STAFF-187,STAFF-187,shiv,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5405748,77.1971985
STAFF-188,STAFF-188,kum,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5405971,77.1965034
STAFF-189,STAFF-189,"SIT, IIT Delhi",Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5404166,77.1976374
STAFF-190,STAFF-190,DMS,Work Hours: 08:00-18:00 (Mon-Fri) | Lunch Break: 12:00-14:00,28.5404595,77.1968988
